subject,modality,phase,MD_mean,ND_baseline,delta
T013,Heart.Rate,P1,0.6294809928451383,8.646816361101748e-16,0.6294809928451374
T014,Heart.Rate,P1,0.2908565664887119,-9.720146864023258e-17,0.290856566488712
T015,Heart.Rate,P1,-0.6414190111556833,-1.545772057362718e-15,-0.6414190111556818
T016,Heart.Rate,P1,0.6859568212142316,7.124425826471593e-16,0.685956821214231
T017,Heart.Rate,P1,0.0641344501833468,5.164106020329126e-16,0.06413445018334629
T018,Heart.Rate,P1,0.21945005851772245,-1.0996494720096789e-15,0.21945005851772356
T019,Heart.Rate,P1,-0.2726105361780409,-2.3054365063952552e-15,-0.27261053617803854
T020,Heart.Rate,P1,0.18623629650455106,7.812249974325709e-16,0.18623629650455029
T021,Heart.Rate,P1,-0.5109971150882445,3.729883127349607e-16,-0.5109971150882449
T022,Heart.Rate,P1,-0.002414160350985314,-1.4337899393371115e-15,-0.0024141603509838802
T023,Heart.Rate,P1,0.12264383298302306,1.475817786791955e-15,0.12264383298302159
T024,Heart.Rate,P1,-0.7428455325028466,-1.554019685588625e-15,-0.742845532502845
T025,Heart.Rate,P1,-0.6825308554044384,-4.404639918104703e-15,-0.6825308554044339
T027,Heart.Rate,P1,-0.5855612207307564,-4.38278696823987e-15,-0.5855612207307521
T029,Heart.Rate,P1,0.5292329709709731,2.660919878830226e-15,0.5292329709709704
T031,Heart.Rate,P1,-0.3499122048085141,-5.856594670507493e-16,-0.3499122048085135
T033,Heart.Rate,P1,-0.3102261481438391,-2.869499509800405e-16,-0.3102261481438388
T034,Heart.Rate,P1,0.4877682948735171,5.041958965971802e-16,0.4877682948735166
T035,Heart.Rate,P1,1.799642543724412,-7.114851001311349e-15,1.799642543724419
T036,Heart.Rate,P1,0.5878992169032177,6.020002639302517e-16,0.5878992169032171
T038,Heart.Rate,P1,0.34376776386392593,-6.815757657171225e-16,0.3437677638639266
T039,Heart.Rate,P1,0.24841552246050252,-4.1715734809141365e-16,0.24841552246050294
T040,Heart.Rate,P1,1.0000195343732234,-5.220979918329094e-16,1.0000195343732239
T041,Heart.Rate,P1,-1.121054468767841e-15,6.055761952500853e-16,-1.7266306640179262e-15
T042,Heart.Rate,P1,-0.27617529559862664,-1.411797331183467e-15,-0.27617529559862525
T043,Heart.Rate,P1,-1.0410838423587234,-1.902390189451406e-16,-1.0410838423587232
T044,Heart.Rate,P1,-0.13029179517277686,-1.1873298978758854e-15,-0.13029179517277567
T045,Heart.Rate,P1,-0.04815818977115985,-4.280377926265664e-17,-0.04815818977115981
T047,Heart.Rate,P1,0.8056253208187328,2.9059603158268437e-15,0.80562532081873
T050,Heart.Rate,P1,-1.1827337450120932,1.6304500846646366e-15,-1.1827337450120947
T051,Heart.Rate,P1,-0.32326323568100945,1.0200429458151132e-15,-0.32326323568101045
T054,Heart.Rate,P1,1.1875720203078606,-6.789217239592581e-16,1.1875720203078612
T060,Heart.Rate,P1,-0.08378661249314914,1.17227589401498e-15,-0.08378661249315031
T061,Heart.Rate,P1,0.5156514962638754,5.12102872619892e-16,0.5156514962638749
T066,Heart.Rate,P1,0.29244028430667657,3.793662514159265e-16,0.2924402843066762
T068,Heart.Rate,P1,0.19687188277510298,-1.640179568918119e-15,0.19687188277510462
T073,Heart.Rate,P1,-1.0843360342169024,-3.147974145772596e-16,-1.0843360342169022
T076,Heart.Rate,P1,-0.7416295859161779,-9.30472630162036e-16,-0.741629585916177
T077,Heart.Rate,P1,0.19164638368108614,-2.5104349023700702e-15,0.19164638368108863
T079,Heart.Rate,P1,-0.8432778689115101,1.1444983663249935e-15,-0.8432778689115112
T080,Heart.Rate,P1,1.0487129115773468,-1.1703056824284003e-15,1.048712911577348
T081,Heart.Rate,P1,0.47264421731153616,-1.2111523905001707e-15,0.4726442173115374
T082,Heart.Rate,P1,-0.20623518424374632,-9.286918213004818e-16,-0.2062351842437454
T083,Heart.Rate,P1,-0.20855023699947445,-5.531907112319119e-16,-0.2085502369994739
T084,Heart.Rate,P1,-0.8062712857167721,9.966358504885894e-16,-0.8062712857167731
T086,Heart.Rate,P1,-0.962895118741943,-9.422173563121453e-16,-0.9628951187419421
T002,Heart.Rate,P2,0.7153416204240377,-6.86828148231583e-16,0.7153416204240384
T003,Heart.Rate,P2,0.18466992597856016,-1.3334455850139812e-15,0.1846699259785615
T004,Heart.Rate,P2,1.073778866293575,1.933971235222335e-15,1.073778866293573
T005,Heart.Rate,P2,0.4082459349922737,-1.578983857244667e-15,0.40824593499227524
T006,Heart.Rate,P2,0.49041644173454585,6.047172219234895e-16,0.49041644173454524
T007,Heart.Rate,P2,0.3514131342475115,2.547400333070782e-16,0.35141313424751125
T008,Heart.Rate,P2,0.528079747042827,1.543797587445343e-15,0.5280797470428255
T009,Heart.Rate,P2,0.0870221632160405,5.539428564971834e-16,0.08702216321603995
T010,Heart.Rate,P2,-0.08547078802206662,-1.9067729111536865e-15,-0.08547078802206472
T011,Heart.Rate,P2,0.048296105417494156,1.8089933167645596e-15,0.048296105417492345
T013,Heart.Rate,P2,0.8450104587236859,8.646816361101748e-16,0.845010458723685
T014,Heart.Rate,P2,0.4697789489257691,-9.720146864023258e-17,0.4697789489257692
T016,Heart.Rate,P2,-0.7652114355699012,7.124425826471593e-16,-0.7652114355699019
T017,Heart.Rate,P2,0.02918135344816742,5.164106020329126e-16,0.029181353448166903
T018,Heart.Rate,P2,0.4536830766145977,-1.0996494720096789e-15,0.45368307661459883
T019,Heart.Rate,P2,-0.20154520181390953,-2.3054365063952552e-15,-0.20154520181390723
T020,Heart.Rate,P2,0.028505686229403433,7.812249974325709e-16,0.028505686229402652
T021,Heart.Rate,P2,0.23243262114348337,3.729883127349607e-16,0.232432621143483
T022,Heart.Rate,P2,-0.30442177765102707,-1.4337899393371115e-15,-0.3044217776510256
T023,Heart.Rate,P2,-0.023024871471693624,1.475817786791955e-15,-0.0230248714716951
T024,Heart.Rate,P2,-0.2264648207329475,-1.554019685588625e-15,-0.22646482073294594
T025,Heart.Rate,P2,0.9216979692437385,-4.404639918104703e-15,0.9216979692437429
T027,Heart.Rate,P2,0.9169530846610591,-4.38278696823987e-15,0.9169530846610634
T029,Heart.Rate,P2,0.6677658120296471,2.660919878830226e-15,0.6677658120296445
T031,Heart.Rate,P2,1.1798939396388022,-5.856594670507493e-16,1.1798939396388028
T033,Heart.Rate,P2,0.7083925859313949,-2.869499509800405e-16,0.7083925859313952
T034,Heart.Rate,P2,-0.1643289214325421,5.041958965971802e-16,-0.1643289214325426
T035,Heart.Rate,P2,0.1991892640971464,-7.114851001311349e-15,0.1991892640971535
T036,Heart.Rate,P2,0.4201299849676173,6.020002639302517e-16,0.42012998496761667
T038,Heart.Rate,P2,1.2167760877461566,-6.815757657171225e-16,1.2167760877461573
T039,Heart.Rate,P2,0.7666043801227516,-4.1715734809141365e-16,0.766604380122752
T040,Heart.Rate,P2,0.1367697660236064,-5.220979918329094e-16,0.13676976602360694
T042,Heart.Rate,P2,0.33065496820671286,-1.411797331183467e-15,0.33065496820671425
T043,Heart.Rate,P2,-0.6618452184159542,-1.902390189451406e-16,-0.661845218415954
T044,Heart.Rate,P2,0.14035986433666103,-1.1873298978758854e-15,0.14035986433666223
T045,Heart.Rate,P2,-0.7935965978935117,-4.280377926265664e-17,-0.7935965978935117
T047,Heart.Rate,P2,0.08342825836222625,2.9059603158268437e-15,0.08342825836222335
T050,Heart.Rate,P2,-0.19351560997632627,1.6304500846646366e-15,-0.1935156099763279
T051,Heart.Rate,P2,0.1726085082210224,1.0200429458151132e-15,0.17260850822102136
T054,Heart.Rate,P2,0.04238283986134783,-6.789217239592581e-16,0.04238283986134851
T060,Heart.Rate,P2,0.6164859973909426,1.17227589401498e-15,0.6164859973909413
T061,Heart.Rate,P2,0.9544501046541317,5.12102872619892e-16,0.9544501046541312
T066,Heart.Rate,P2,-0.14399483573907923,3.793662514159265e-16,-0.14399483573907962
T068,Heart.Rate,P2,-0.1461301419946094,-1.640179568918119e-15,-0.14613014199460778
T073,Heart.Rate,P2,0.45744131477657785,-3.147974145772596e-16,0.4574413147765782
T076,Heart.Rate,P2,0.837732241768934,-9.30472630162036e-16,0.8377322417689349
T077,Heart.Rate,P2,0.896568934362567,-2.5104349023700702e-15,0.8965689343625696
T079,Heart.Rate,P2,1.0634206547516554,1.1444983663249935e-15,1.0634206547516543
T080,Heart.Rate,P2,-0.09245269567770427,-1.1703056824284003e-15,-0.0924526956777031
T081,Heart.Rate,P2,-0.3822966967056074,-1.2111523905001707e-15,-0.3822966967056062
T082,Heart.Rate,P2,-0.04908167557893196,-9.286918213004818e-16,-0.04908167557893103
T083,Heart.Rate,P2,0.28597242484154556,-5.531907112319119e-16,0.2859724248415461
T084,Heart.Rate,P2,0.35412982724730596,9.966358504885894e-16,0.35412982724730496
T086,Heart.Rate,P2,0.8354112140031376,-9.422173563121453e-16,0.8354112140031384
T001,Heart.Rate,P3,0.12092771248825934,3.3306690738754696e-16,0.12092771248825901
T002,Heart.Rate,P3,-0.09415098878675875,-6.86828148231583e-16,-0.09415098878675807
T003,Heart.Rate,P3,-0.3782531735372348,-1.3334455850139812e-15,-0.3782531735372335
T004,Heart.Rate,P3,-0.5734522003161492,1.933971235222335e-15,-0.5734522003161511
T005,Heart.Rate,P3,-0.3844090001472849,-1.578983857244667e-15,-0.38440900014728335
T006,Heart.Rate,P3,-0.2801907176434464,6.047172219234895e-16,-0.280190717643447
T007,Heart.Rate,P3,0.22338471818724823,2.547400333070782e-16,0.22338471818724798
T008,Heart.Rate,P3,-0.13283851857561588,1.543797587445343e-15,-0.13283851857561743
T010,Heart.Rate,P3,-0.05452279427788467,-1.9067729111536865e-15,-0.054522794277882765
T011,Heart.Rate,P3,-0.041004668735541955,1.8089933167645596e-15,-0.041004668735543766
T013,Heart.Rate,P3,-0.32786668676213404,8.646816361101748e-16,-0.32786668676213493
T014,Heart.Rate,P3,-0.23544841466928693,-9.720146864023258e-17,-0.23544841466928682
T016,Heart.Rate,P3,0.21514197784332326,7.124425826471593e-16,0.21514197784332253
T017,Heart.Rate,P3,0.208719593022025,5.164106020329126e-16,0.20871959302202447
T018,Heart.Rate,P3,-0.2344254903088026,-1.0996494720096789e-15,-0.2344254903088015
T019,Heart.Rate,P3,-0.15034820453426667,-2.3054365063952552e-15,-0.15034820453426437
T020,Heart.Rate,P3,-0.6601471192382525,7.812249974325709e-16,-0.6601471192382533
T021,Heart.Rate,P3,0.06514070435816646,3.729883127349607e-16,0.06514070435816609
T022,Heart.Rate,P3,0.14733297873350873,-1.4337899393371115e-15,0.14733297873351017
T023,Heart.Rate,P3,-0.06437513525581348,1.475817786791955e-15,-0.06437513525581495
T024,Heart.Rate,P3,-0.05025713987638686,-1.554019685588625e-15,-0.050257139876385304
T025,Heart.Rate,P3,-0.6631588742917147,-4.404639918104703e-15,-0.6631588742917103
T027,Heart.Rate,P3,-0.11848486025461864,-4.38278696823987e-15,-0.11848486025461426
T029,Heart.Rate,P3,-0.04602286720348211,2.660919878830226e-15,-0.046022867203484766
T031,Heart.Rate,P3,-0.5169843282858713,-5.856594670507493e-16,-0.5169843282858707
T033,Heart.Rate,P3,-0.26037780474806727,-2.869499509800405e-16,-0.260377804748067
T034,Heart.Rate,P3,0.4686580342270217,5.041958965971802e-16,0.4686580342270212
T035,Heart.Rate,P3,-0.10296868488864122,-7.114851001311349e-15,-0.1029686848886341
T036,Heart.Rate,P3,-0.08196952278685621,6.020002639302517e-16,-0.0819695227868568
T038,Heart.Rate,P3,-0.415054233998216,-6.815757657171225e-16,-0.41505423399821534
T039,Heart.Rate,P3,-0.3256949676346158,-4.1715734809141365e-16,-0.32569496763461536
T040,Heart.Rate,P3,-0.5430926182198661,-5.220979918329094e-16,-0.5430926182198655
T042,Heart.Rate,P3,-0.0988185537540663,-1.411797331183467e-15,-0.09881855375406488
T043,Heart.Rate,P3,-0.43894088251681473,-1.902390189451406e-16,-0.43894088251681457
T044,Heart.Rate,P3,-0.3184235777870958,-1.1873298978758854e-15,-0.3184235777870946
T045,Heart.Rate,P3,-0.2533840496988461,-4.280377926265664e-17,-0.25338404969884604
T047,Heart.Rate,P3,-0.02974850749265038,2.9059603158268437e-15,-0.029748507492653287
T050,Heart.Rate,P3,0.31725386176039766,1.6304500846646366e-15,0.31725386176039605
T051,Heart.Rate,P3,-0.27958861296102017,1.0200429458151132e-15,-0.27958861296102117
T054,Heart.Rate,P3,-0.3730791753068468,-6.789217239592581e-16,-0.37307917530684614
T060,Heart.Rate,P3,-0.9103345086926805,1.17227589401498e-15,-0.9103345086926817
T061,Heart.Rate,P3,-0.7616855080736781,5.12102872619892e-16,-0.7616855080736786
T066,Heart.Rate,P3,0.025909457150661744,3.793662514159265e-16,0.025909457150661366
T068,Heart.Rate,P3,0.010316970086588042,-1.640179568918119e-15,0.010316970086589682
T073,Heart.Rate,P3,-0.4142492213303434,-3.147974145772596e-16,-0.4142492213303431
T076,Heart.Rate,P3,0.4782349108790278,-9.30472630162036e-16,0.47823491087902875
T077,Heart.Rate,P3,-0.7145380727524381,-2.5104349023700702e-15,-0.7145380727524355
T079,Heart.Rate,P3,-0.5433919739848279,1.1444983663249935e-15,-0.543391973984829
T080,Heart.Rate,P3,-0.4495360663488961,-1.1703056824284003e-15,-0.4495360663488949
T081,Heart.Rate,P3,-0.22907399080124174,-1.2111523905001707e-15,-0.22907399080124052
T082,Heart.Rate,P3,-0.04080277670898622,-9.286918213004818e-16,-0.04080277670898529
T083,Heart.Rate,P3,-0.06987299085053428,-5.531907112319119e-16,-0.06987299085053372
T084,Heart.Rate,P3,-0.1597031007606818,9.966358504885894e-16,-0.1597031007606828
T086,Heart.Rate,P3,-0.3051473342988635,-9.422173563121453e-16,-0.30514733429886254
T001,Heart.Rate,P4,-0.3413424714415305,3.3306690738754696e-16,-0.34134247144153085
T002,Heart.Rate,P4,0.24312569179921653,-6.86828148231583e-16,0.24312569179921723
T003,Heart.Rate,P4,0.3328425216701035,-1.3334455850139812e-15,0.3328425216701048
T004,Heart.Rate,P4,0.40334073459555697,1.933971235222335e-15,0.40334073459555503
T005,Heart.Rate,P4,0.4594881841428769,-1.578983857244667e-15,0.45948818414287845
T006,Heart.Rate,P4,0.36078527574956665,6.047172219234895e-16,0.36078527574956604
T007,Heart.Rate,P4,-0.35723060033660864,2.547400333070782e-16,-0.3572306003366089
T008,Heart.Rate,P4,-0.2524237030774025,1.543797587445343e-15,-0.252423703077404
T009,Heart.Rate,P4,0.3950493438610118,5.539428564971834e-16,0.39504934386101126
T010,Heart.Rate,P4,0.11062614088934175,-1.9067729111536865e-15,0.11062614088934365
T011,Heart.Rate,P4,-0.0952192647767257,1.8089933167645596e-15,-0.0952192647767275
T013,Heart.Rate,P4,-0.29165804621080754,8.646816361101748e-16,-0.29165804621080843
T014,Heart.Rate,P4,0.21619289927382995,-9.720146864023258e-17,0.21619289927383006
T015,Heart.Rate,P4,-0.4818577618542631,-1.545772057362718e-15,-0.48185776185426155
T016,Heart.Rate,P4,-0.26574862207465655,7.124425826471593e-16,-0.26574862207465727
T017,Heart.Rate,P4,-0.4940821776890554,5.164106020329126e-16,-0.4940821776890559
T018,Heart.Rate,P4,0.05878770754088191,-1.0996494720096789e-15,0.05878770754088301
T019,Heart.Rate,P4,0.6889129854726709,-2.3054365063952552e-15,0.6889129854726732
T020,Heart.Rate,P4,0.23061870911588248,7.812249974325709e-16,0.2306187091158817
T021,Heart.Rate,P4,0.09118163011208366,3.729883127349607e-16,0.09118163011208329
T022,Heart.Rate,P4,0.2285780834413217,-1.4337899393371115e-15,0.22857808344132313
T023,Heart.Rate,P4,0.040293806374293833,1.475817786791955e-15,0.040293806374292356
T024,Heart.Rate,P4,-0.0922881909896106,-1.554019685588625e-15,-0.09228819098960904
T025,Heart.Rate,P4,1.1194001314941073,-4.404639918104703e-15,1.1194001314941118
T027,Heart.Rate,P4,0.1595004983865993,-4.38278696823987e-15,0.15950049838660368
T029,Heart.Rate,P4,-0.7898937100152672,2.660919878830226e-15,-0.7898937100152699
T031,Heart.Rate,P4,0.2823915680984203,-5.856594670507493e-16,0.2823915680984209
T033,Heart.Rate,P4,0.6991409749123071,-2.869499509800405e-16,0.6991409749123074
T034,Heart.Rate,P4,0.02419862379775498,5.041958965971802e-16,0.024198623797754476
T035,Heart.Rate,P4,-0.33478067794085486,-7.114851001311349e-15,-0.33478067794084776
T036,Heart.Rate,P4,-0.6503388712739196,6.020002639302517e-16,-0.6503388712739202
T038,Heart.Rate,P4,-0.625445676427411,-6.815757657171225e-16,-0.6254456764274103
T039,Heart.Rate,P4,-0.17716403857368873,-4.1715734809141365e-16,-0.17716403857368831
T040,Heart.Rate,P4,-0.11464765041982589,-5.220979918329094e-16,-0.11464765041982536
T042,Heart.Rate,P4,-0.053788571420175596,-1.411797331183467e-15,-0.05378857142017419
T043,Heart.Rate,P4,1.0643074588605264,-1.902390189451406e-16,1.0643074588605266
T044,Heart.Rate,P4,0.6052697708999785,-1.1873298978758854e-15,0.6052697708999797
T045,Heart.Rate,P4,0.40272502994706855,-4.280377926265664e-17,0.4027250299470686
T047,Heart.Rate,P4,-0.05946042980520226,2.9059603158268437e-15,-0.05946042980520517
T050,Heart.Rate,P4,0.31007240011338144,1.6304500846646366e-15,0.31007240011337983
T051,Heart.Rate,P4,0.6482765316906357,1.0200429458151132e-15,0.6482765316906347
T054,Heart.Rate,P4,0.22618031461359522,-6.789217239592581e-16,0.2261803146135959
T060,Heart.Rate,P4,0.4063561847542552,1.17227589401498e-15,0.40635618475425406
T061,Heart.Rate,P4,-0.3568432138444435,5.12102872619892e-16,-0.356843213844444
T066,Heart.Rate,P4,-0.060500104163285114,3.793662514159265e-16,-0.060500104163285495
T068,Heart.Rate,P4,0.06737859792296685,-1.640179568918119e-15,0.06737859792296849
T073,Heart.Rate,P4,0.6853364921806798,-3.147974145772596e-16,0.6853364921806802
T076,Heart.Rate,P4,-0.6364488016066296,-9.30472630162036e-16,-0.6364488016066288
T077,Heart.Rate,P4,-0.21640643382237015,-2.5104349023700702e-15,-0.21640643382236766
T079,Heart.Rate,P4,-0.04293894256583269,1.1444983663249935e-15,-0.04293894256583383
T080,Heart.Rate,P4,-0.1009755650363024,-1.1703056824284003e-15,-0.10097556503630123
T081,Heart.Rate,P4,0.3249541700096864,-1.2111523905001707e-15,0.3249541700096876
T082,Heart.Rate,P4,0.05672545854689607,-9.286918213004818e-16,0.056725458546897
T083,Heart.Rate,P4,-0.3167861364327938,-5.531907112319119e-16,-0.31678613643279324
T084,Heart.Rate,P4,0.24488468849850403,9.966358504885894e-16,0.24488468849850303
T086,Heart.Rate,P4,0.2674528438748445,-9.422173563121453e-16,0.26745284387484547
T001,Heart.Rate,P5,-0.8009580589625356,3.3306690738754696e-16,-0.8009580589625359
T002,Heart.Rate,P5,-0.9005109681032606,-6.86828148231583e-16,-0.9005109681032599
T003,Heart.Rate,P5,-0.5873166510841386,-1.3334455850139812e-15,-0.5873166510841372
T004,Heart.Rate,P5,-0.5341593198183556,1.933971235222335e-15,-0.5341593198183575
T005,Heart.Rate,P5,-0.8497909624615476,-1.578983857244667e-15,-0.8497909624615461
T006,Heart.Rate,P5,-0.6516127846992884,6.047172219234895e-16,-0.651612784699289
T007,Heart.Rate,P5,-0.3498308930030138,2.547400333070782e-16,-0.34983089300301407
T008,Heart.Rate,P5,-0.3782569963090274,1.543797587445343e-15,-0.378256996309029
T009,Heart.Rate,P5,0.17242151905738648,5.539428564971834e-16,0.17242151905738592
T010,Heart.Rate,P5,0.41577368959740163,-1.9067729111536865e-15,0.4157736895974035
T011,Heart.Rate,P5,-0.2674523618697236,1.8089933167645596e-15,-0.26745236186972543
T013,Heart.Rate,P5,-0.36748436207437724,8.646816361101748e-16,-0.3674843620743781
T014,Heart.Rate,P5,-0.4280368001729064,-9.720146864023258e-17,-0.4280368001729063
T016,Heart.Rate,P5,0.49676529233149214,7.124425826471593e-16,0.4967652923314914
T017,Heart.Rate,P5,0.2770480674248344,5.164106020329126e-16,0.2770480674248339
T018,Heart.Rate,P5,-0.3951217216374455,-1.0996494720096789e-15,-0.3951217216374444
T019,Heart.Rate,P5,-0.14189124605138242,-2.3054365063952552e-15,-0.14189124605138012
T020,Heart.Rate,P5,0.9122987859237892,7.812249974325709e-16,0.9122987859237884
T021,Heart.Rate,P5,-0.265654267789207,3.729883127349607e-16,-0.26565426778920737
T022,Heart.Rate,P5,-0.17269921257156307,-1.4337899393371115e-15,-0.17269921257156162
T023,Heart.Rate,P5,0.019422264508827683,1.475817786791955e-15,0.01942226450882621
T024,Heart.Rate,P5,0.9388255329993508,-1.554019685588625e-15,0.9388255329993523
T025,Heart.Rate,P5,-0.18375278163828906,-4.404639918104703e-15,-0.18375278163828465
T029,Heart.Rate,P5,0.6318393633020797,2.660919878830226e-15,0.631839363302077
T031,Heart.Rate,P5,-0.3824346427619648,-5.856594670507493e-16,-0.3824346427619642
T033,Heart.Rate,P5,-1.2747214330313057,-2.869499509800405e-16,-1.2747214330313055
T034,Heart.Rate,P5,-0.8899675955230325,5.041958965971802e-16,-0.8899675955230331
T035,Heart.Rate,P5,-1.1328454961268035,-7.114851001311349e-15,-1.1328454961267964
T036,Heart.Rate,P5,0.09987116025752528,6.020002639302517e-16,0.09987116025752468
T038,Heart.Rate,P5,-0.1551313838943238,-6.815757657171225e-16,-0.1551313838943231
T039,Heart.Rate,P5,-0.16842158211619646,-4.1715734809141365e-16,-0.16842158211619604
T040,Heart.Rate,P5,0.47934440050558424,-5.220979918329094e-16,0.47934440050558474
T042,Heart.Rate,P5,-0.6284024016784315,-1.411797331183467e-15,-0.6284024016784301
T043,Heart.Rate,P5,1.1995755180374594,-1.902390189451406e-16,1.1995755180374597
T044,Heart.Rate,P5,-0.15869815110670146,-1.1873298978758854e-15,-0.15869815110670027
T045,Heart.Rate,P5,1.3018793750567472,-4.280377926265664e-17,1.3018793750567472
T047,Heart.Rate,P5,-0.6610643351748191,2.9059603158268437e-15,-0.661064335174822
T050,Heart.Rate,P5,-0.6720728696121371,1.6304500846646366e-15,-0.6720728696121387
T051,Heart.Rate,P5,-0.24269042625147672,1.0200429458151132e-15,-0.24269042625147774
T054,Heart.Rate,P5,-0.3055224802688586,-6.789217239592581e-16,-0.3055224802688579
T060,Heart.Rate,P5,-0.6393631365365455,1.17227589401498e-15,-0.6393631365365468
T061,Heart.Rate,P5,-0.39009355868763573,5.12102872619892e-16,-0.39009355868763623
T068,Heart.Rate,P5,-0.14715945884342868,-1.640179568918119e-15,-0.14715945884342704
T073,Heart.Rate,P5,-0.4483993215961182,-3.147974145772596e-16,-0.4483993215961179
T076,Heart.Rate,P5,-0.67488816519259,-9.30472630162036e-16,-0.6748881651925891
T077,Heart.Rate,P5,-0.6529211934212973,-2.5104349023700702e-15,-0.6529211934212947
T079,Heart.Rate,P5,-0.4318760169472753,1.1444983663249935e-15,-0.43187601694727645
T080,Heart.Rate,P5,0.30143281449567516,-1.1703056824284003e-15,0.3014328144956763
T081,Heart.Rate,P5,0.06794824154253558,-1.2111523905001707e-15,0.06794824154253679
T082,Heart.Rate,P5,0.6098532196504011,-9.286918213004818e-16,0.609853219650402
T083,Heart.Rate,P5,0.6862985174951355,-5.531907112319119e-16,0.686298517495136
T084,Heart.Rate,P5,-0.806271285716772,9.966358504885894e-16,-0.806271285716773
T086,Heart.Rate,P5,-1.0322534088413895,-9.422173563121453e-16,-1.0322534088413886
T001,Perinasal.Perspiration,P1,-0.09189502497447329,1.6654759666224005e-15,-0.09189502497447495
T002,Perinasal.Perspiration,P1,0.5047591011945487,-3.937516419829271e-15,0.5047591011945526
T003,Perinasal.Perspiration,P1,-0.3746743828984043,1.7716450175450773e-15,-0.3746743828984061
T004,Perinasal.Perspiration,P1,-0.8195788419964531,2.249200026866504e-15,-0.8195788419964554
T005,Perinasal.Perspiration,P1,-0.43357284864402684,-9.9351793264833e-16,-0.43357284864402584
T006,Perinasal.Perspiration,P1,-1.187817426689137,-1.7007671866598144e-15,-1.1878174266891353
T008,Perinasal.Perspiration,P1,0.8179491413676051,-2.177150443833176e-16,0.8179491413676053
T009,Perinasal.Perspiration,P1,0.9746977460759069,-7.606332158267391e-16,0.9746977460759076
T010,Perinasal.Perspiration,P1,-0.5219115155052451,-7.914906423656812e-16,-0.5219115155052443
T011,Perinasal.Perspiration,P1,-0.2806198148851994,4.196118518268308e-16,-0.2806198148851998
T012,Perinasal.Perspiration,P1,0.11158586422590619,1.1564937252815442e-15,0.11158586422590504
T013,Perinasal.Perspiration,P1,-1.5068116244555425,-1.3158198810372225e-16,-1.5068116244555423
T016,Perinasal.Perspiration,P1,-0.6754950234721062,-2.365443166422869e-16,-0.675495023472106
T017,Perinasal.Perspiration,P1,0.21182206962496208,-3.3251024960361233e-15,0.21182206962496541
T018,Perinasal.Perspiration,P1,0.8665004123796352,3.0010500640799264e-15,0.8665004123796322
T020,Perinasal.Perspiration,P1,-0.40217230815462707,1.0974351154409924e-15,-0.4021723081546282
T022,Perinasal.Perspiration,P1,0.6996768689895575,-2.6134905223360006e-15,0.6996768689895602
T023,Perinasal.Perspiration,P1,0.41199263592955326,-1.3067452611680003e-15,0.4119926359295546
T024,Perinasal.Perspiration,P1,-0.020065723571855567,-1.5352965568465934e-15,-0.02006572357185403
T025,Perinasal.Perspiration,P1,-0.6631547159572325,-2.356391725735026e-15,-0.6631547159572302
T027,Perinasal.Perspiration,P1,0.6976714717559787,-5.852016690547554e-16,0.6976714717559792
T029,Perinasal.Perspiration,P1,0.7135269888161551,-2.0631770074987984e-15,0.7135269888161572
T031,Perinasal.Perspiration,P1,0.01295318269466487,-4.340770167552612e-15,0.01295318269466921
T033,Perinasal.Perspiration,P1,-0.7324704321217101,2.1999496241803103e-15,-0.7324704321217124
T034,Perinasal.Perspiration,P1,0.953188454754237,1.0924244426272236e-15,0.9531884547542359
T035,Perinasal.Perspiration,P1,0.2864237882958165,2.888346797221097e-15,0.2864237882958136
T036,Perinasal.Perspiration,P1,-1.1909772287693396,-4.241365495872228e-16,-1.1909772287693392
T038,Perinasal.Perspiration,P1,0.13932817779380396,-9.201272837181153e-16,0.13932817779380488
T039,Perinasal.Perspiration,P1,-0.347098119685297,-1.9436781933050483e-15,-0.3470981196852951
T040,Perinasal.Perspiration,P1,-0.8448402827521388,-9.789337346867052e-17,-0.8448402827521387
T041,Perinasal.Perspiration,P1,0.6750349565763963,1.3567278675468253e-15,0.675034956576395
T043,Perinasal.Perspiration,P1,-0.5808095987114819,2.3114040801834584e-15,-0.5808095987114842
T044,Perinasal.Perspiration,P1,-0.7820422919035388,1.2244339571845069e-15,-0.78204229190354
T045,Perinasal.Perspiration,P1,1.3846521631639914,-2.073605306502033e-15,1.3846521631639934
T047,Perinasal.Perspiration,P1,0.3989979598192862,-1.4175416174765092e-15,0.39899795981928765
T050,Perinasal.Perspiration,P1,-0.46098941383104464,-1.2969489309832336e-16,-0.4609894138310445
T054,Perinasal.Perspiration,P1,1.0192999028721998,1.0416333299100944e-15,1.0192999028721987
T060,Perinasal.Perspiration,P1,-0.4288270266697874,1.6746798485928287e-16,-0.42882702666978756
T061,Perinasal.Perspiration,P1,0.4710116510425825,5.377080162508867e-16,0.47101165104258197
T064,Perinasal.Perspiration,P1,0.539723285656336,-1.3425584668550912e-15,0.5397232856563373
T066,Perinasal.Perspiration,P1,0.4252269181955778,2.2556912246352386e-16,0.42522691819557756
T068,Perinasal.Perspiration,P1,-0.19623425437553485,1.452557551809404e-15,-0.1962342543755363
T073,Perinasal.Perspiration,P1,0.8320405320100361,-4.946816514785507e-16,0.8320405320100366
T076,Perinasal.Perspiration,P1,-0.3933106759543662,7.733798484463675e-16,-0.393310675954367
