subject,phase,modality,md_nsamples,md_finite,md_frac_finite,nd_nsamples,nd_finite,nd_frac_finite
T086,P4,Perinasal.Perspiration,172,172,1.0,172,172,1.0
T086,P4,Heart.Rate,172,172,1.0,172,172,1.0
T086,P4,Breathing.Rate,172,172,1.0,172,172,1.0
T086,P5,Perinasal.Perspiration,71,71,1.0,71,71,1.0
T086,P5,Heart.Rate,71,71,1.0,71,71,1.0
T086,P5,Breathing.Rate,71,71,1.0,71,71,1.0
T088,P1,Perinasal.Perspiration,70,70,1.0,70,70,1.0
T088,P1,Heart.Rate,70,0,0.0,70,0,0.0
T088,P1,Breathing.Rate,70,0,0.0,70,0,0.0
T088,P2,Perinasal.Perspiration,165,165,1.0,165,165,1.0
T088,P2,Heart.Rate,165,0,0.0,165,0,0.0
T088,P2,Breathing.Rate,165,0,0.0,165,0,0.0
T088,P3,Perinasal.Perspiration,174,174,1.0,174,174,1.0
T088,P3,Heart.Rate,174,0,0.0,174,0,0.0
T088,P3,Breathing.Rate,174,0,0.0,174,0,0.0
T088,P4,Perinasal.Perspiration,168,168,1.0,167,167,1.0
T088,P4,Heart.Rate,168,0,0.0,167,0,0.0
T088,P4,Breathing.Rate,168,0,0.0,167,0,0.0
